id1,id2
209-45-4933,185833136
641-55-5639,185832863
502-01-4060,185829881
585-01-6112,185831231
694-81-0546,185828822
117-66-8129,185831591
855-81-1387,185829551
661-39-2243,185828441
555-44-2746,185831402
222-79-5145,185831132
274-72-8781,185829881
556-15-9637,185831009
861-16-2336,185833049
556-65-1110,185832209
214-77-6416,185828954
852-88-1263,185830688
591-90-2791,185830649
861-75-4699,185831696
552-99-8341,185833127
893-12-3541,185828702
458-11-9205,185832317
349-36-6161,185830040
596-61-3861,185829851
348-63-8190,185829311
662-28-8348,185828315
358-44-8218,185831636
504-30-7137,185831057
598-89-4448,185828345
878-32-2595,185832509
586-76-9388,185832542
244-58-2483,185830430
816-84-2237,185830547
284-01-5241,185831006
358-19-2542,185829590
507-22-5331,185830202
591-90-2791,185829770
609-34-3409,185830250
328-87-5383,185828606
362-49-5861,185833049
659-67-2728,185832356
806-49-7942,185833214
552-54-9978,185832608
434-76-7869,185829962
641-55-5639,185830172
861-75-4699,185828837
493-92-1993,185830772
556-65-1110,185829782
362-49-5861,185831006
534-57-0755,185830613
301-93-2650,185830685
304-37-2483,185833187
502-24-6207,185829983
271-53-9609,185830802
450-68-4090,185832155
641-52-2437,185830934
529-47-8404,185828786
699-06-8530,185829338
330-07-1068,185830637
331-13-6835,185829890
661-39-2243,185830412
707-08-4356,185831324
253-58-9660,185829905
483-40-6408,185829869
673-28-6979,185830157
874-32-9427,185830439
760-95-8112,185828522
537-27-1654,185831060
687-34-2480,185828726
555-44-2746,185828357
766-98-1818,185829356
431-33-8884,185831666
691-51-9612,185833094
777-00-7153,185828900
707-08-4356,185828054
686-68-0909,185828222
896-25-8370,185831444
552-99-8341,185830475
893-63-6176,185828354
707-08-4356,185832419
666-57-8563,185831732
664-34-9245,185828918
213-32-1448,185828435
272-55-4293,185829335
330-07-1068,185831609
709-64-4352,185829215
506-14-4016,185831897
760-95-8112,185829872
822-58-3710,185828219
508-10-3584,185832260
456-41-9569,185829908
358-19-2542,185831534
362-49-5861,185829251
508-75-5974,185830127
502-01-4060,185832620
505-69-9935,185831480
272-24-9625,185830925
673-07-4750,185832533
855-81-1387,185831066
744-46-9190,185830250
520-74-1446,185829533
209-68-2617,185831093
596-61-3861,185828300
659-67-2728,185830688
661-39-2243,185833169
659-27-7887,185829959
383-09-0127,185832134
349-36-6161,185828885
117-66-8129,185829830
606-54-1149,185831609
364-47-2445,185829545
318-22-2828,185831528
271-53-9609,185830910
367-66-5520,185831360
298-33-3046,185833019
852-88-1263,185829356
271-78-8919,185832497
863-96-9468,185828885
552-42-2675,185829992
991-70-5333,185832053
778-24-6852,185829890
646-37-8429,185831672
660-53-6807,185828969
329-25-8167,185829329
899-42-6637,185828765
260-95-0836,185833115
692-38-3827,185830796
444-91-2379,185830142
581-26-5472,185830187
609-34-3409,185829128
531-09-1058,185828651
660-53-6807,185828405
581-26-5472,185829851
848-25-8473,185830535
760-58-1758,185830931
774-09-5550,185829932
756-76-4958,185828513
759-01-0406,185831264
364-47-2445,185829065
206-59-6235,185832401
801-08-0289,185829005
507-22-5331,185832581
204-79-2659,185830853
493-92-1993,185828249
446-36-0249,185832977
622-53-3302,185830775
744-46-9190,185829107
689-85-2810,185832632
306-99-5229,185829740
838-11-7607,185829518
272-24-9625,185833160
370-83-8697,185832632
586-76-9388,185832926
483-40-6408,185833010
622-53-3302,185832998
896-25-8370,185830823
446-63-4367,185830943
560-44-9582,185831603
506-14-4016,185833241
507-22-5331,185829104
378-88-6858,185831138
436-67-3063,185830574
548-59-5017,185829131
234-37-9132,185831393
806-49-7942,185830724
555-44-2746,185828603
692-38-3827,185832788
591-90-2791,185829287
430-16-3985,185832593
308-53-8009,185830349
915-75-5600,185828594
696-28-4220,185833091
613-15-7837,185831909
659-27-7887,185830427
302-08-4754,185831363
331-13-6835,185832674
307-09-8719,185832383
627-79-5997,185830898
308-26-6839,185831108
641-52-2437,185829617
318-12-3766,185833196
913-69-6997,185831963
893-63-6176,185829728
863-96-9468,185829623
855-81-1387,185829956
797-43-7696,185833256
458-11-9205,185828807
797-43-7696,185829854
692-38-3827,268485830
778-24-6852,268494503
917-80-4656,268493565
609-34-3409,268495567
858-54-4075,268488938
314-45-9119,268482631
306-99-5229,268485494
842-04-5706,268489246
896-25-8370,268506557
613-15-7837,268498927
991-70-5333,268489918
534-70-7883,268481833
436-38-3179,268502028
234-37-9132,268490996
308-26-6839,268500894
773-71-9737,268493894
531-09-1058,268504149
633-71-2217,268482043
289-76-4820,268498416
534-62-8298,268501265
765-24-1639,268508832
770-22-6561,268508468
632-58-9372,268502504
358-19-2542,268492144
270-75-5897,268500684
520-50-0673,268496337
819-35-6503,268496001
679-66-9286,268483653
563-60-8705,268492487
576-60-7800,268482176
318-12-3766,268508139
392-52-7176,268503442
795-37-7998,268489596
759-01-0406,268492704
502-01-4060,268509707
556-15-9637,268481427
896-25-8370,268503267
893-12-3541,268491066
307-09-8719,268493327
378-88-6858,268502168
497-20-7808,268490002
673-48-8212,268497338
801-08-0289,268500859
276-40-8351,268502427
680-93-7668,268505409
627-79-5997,268501321
505-69-9935,268489512
253-58-9660,268501594
910-33-1979,268486845
761-47-7037,268497849
291-79-2723,268498976
686-68-0909,268494314
680-93-7668,268502637
800-78-8581,268481665
323-32-8478,268492753
270-75-5897,268489743
534-70-7883,268504737
276-40-8351,268507733
399-27-1032,268484675
664-34-9245,268485816
598-89-4448,268502903
328-87-5383,268492963
858-93-2794,268505542
689-85-2810,268508496
660-62-5107,268503722
903-87-6930,268481847
206-59-6235,268485949
852-52-0933,268483730
552-99-8341,268498850
253-58-9660,268495175
386-78-8432,268508174
568-22-7686,268510211
323-71-3763,268491661
910-33-1979,268510176
710-72-8214,268491220
871-98-0966,268507061
537-30-3032,268508538
349-36-6161,268498941
378-88-6858,268508685
852-88-1263,268491528
538-52-3401,268505171
689-65-9692,268505437
797-43-7696,268484479
861-75-4699,268482953
686-68-0909,268488245
775-75-2532,268500397
302-08-4754,268482750
502-01-4060,268482246
821-35-7665,268507509
378-88-6858,268495441
763-27-9872,268505031
206-59-6235,268499550
556-65-1110,268505668
483-40-6408,268481721
861-75-4699,268486712
399-27-1032,268498570
508-75-5974,268500075
534-57-0755,268483380
367-54-3328,268508202
819-35-6503,268503162
800-46-2184,268495770
362-49-5861,268501580
626-48-1142,268491969
456-41-9569,268481637
666-57-8563,268484689
625-92-4356,268500943
510-39-9110,268488931
659-67-2728,268510050
861-75-4699,268502007
626-48-1142,268498143
554-93-4466,268506606
507-22-5331,268496127
401-01-1355,268510204
517-87-6459,268503708
431-33-8884,268486138
873-29-2620,268501111
585-92-9741,268485494
456-46-1699,268496134
505-69-9935,268501531
695-36-0203,268501188
991-70-5333,268505185
442-54-3651,268498024
298-33-3046,268480853
756-76-4958,268492606
638-96-9343,268504058
318-22-2828,268485858
761-47-7037,268500138
598-89-4448,268498570
307-09-8719,268509826
436-61-3192,268508573
896-25-8370,268491528
274-27-6513,268490457
289-76-4820,268510274
673-28-6979,268506347
831-20-7307,268506970
659-67-2728,268504723
825-47-6075,268483604
673-48-8212,268496099
893-63-6176,268485690
896-25-8370,268489848
918-23-4923,268499270
481-52-1716,268484353
816-84-2237,268503946
577-08-1339,268498101
821-53-7430,268505003
386-26-5935,268491955
358-44-8218,268497961
358-19-2542,268497093
696-28-4220,268507495
431-33-8884,268492564
586-76-9388,268506375
600-92-0796,268495560
692-38-3827,268487503
346-96-9018,268485102
348-63-8190,268507362
692-38-3827,268481959
895-45-1258,268495133
456-41-9569,268493936
117-66-8129,268485088
831-20-7307,268506445
903-87-6930,268494699
335-29-6415,268500992
893-12-3541,268487860
843-95-9006,268482029
806-49-7942,268490408
209-45-4933,268496589
707-08-4356,268501664
260-71-8148,268492690
766-98-1818,268500481
213-32-1448,268492235
534-57-0755,268481441
444-91-2379,268506277
335-29-6415,268499389
245-63-7539,268480839
520-50-0673,268482463
786-70-5968,268500089
213-32-1448,268510043
274-27-6513,268508531
687-34-2480,268502427
576-82-7408,268495392
903-87-6930,268484059
307-09-8719,268509483
867-78-8919,268502959
520-74-1446,268492354
520-24-8922,268501937
595-90-8809,268503169
817-89-6264,268495511
493-92-1993,268495497
535-67-6237,268498500
529-47-8404,268498311
873-29-2620,268504996
220-58-0896,268484283
529-97-6193,268491178
537-30-3032,268488245
256-31-7892,268482302
335-29-6415,268486040
627-15-0737,268480979
673-48-8212,268485809
800-46-2184,268492963
591-90-2791,268486901
237-02-1263,268491073
206-59-6235,268507642
513-35-3310,268481427
861-75-4699,268491402
792-88-0162,268507236
660-53-6807,268483527
331-13-6835,268487230
392-52-7176,268481833
596-61-3861,268507467
537-30-3032,268501363
362-49-5861,268505192
490-89-5771,268482463
615-88-9385,268489498
484-37-1068,268494090
517-87-6459,268494923
827-46-6267,268501279
260-71-8148,268506333
765-24-1639,268498913
694-81-0546,268492165
430-16-3985,268488217
918-23-4923,268498164
694-81-0546,268484591
577-47-4459,268498073
369-63-7305,268482267
517-87-6459,268488469
674-92-1788,268482323
288-59-8593,268488714
274-72-8781,268486425
348-63-8190,268510148
633-71-2217,268481518
659-67-2728,268487552
341-10-3619,268488063
510-39-9110,268503022
430-16-3985,268484332
709-43-8302,268492256
801-08-0289,268498164
814-78-4935,268495630
591-90-2791,268504996
391-46-9135,268486236
591-90-2791,268507229
766-98-1818,268504744
679-66-9286,268483653
520-50-0673,268508454
858-93-2794,268485753
858-93-2794,268497121
681-29-5922,268501181
302-08-4754,268489064
364-47-2445,268501671
903-87-6930,268496351
525-30-4448,268505899
821-35-7665,268492613
335-29-6415,268502224
284-01-5241,268505409
222-79-5145,268500495
831-20-7307,268510246
305-25-0352,268502917
456-46-1699,268501391
304-37-2483,268509945
258-98-0727,268508762
872-88-7149,268508979
271-53-9609,268500565
861-75-4699,268495735
647-19-8518,268495728
287-46-9776,268506172
773-71-9737,268487216
280-97-6061,268491577
659-27-7887,268496918
630-78-2095,268506760
298-36-6290,268504667
212-34-2732,268504296
804-54-6976,268484703
633-71-2217,268509595
431-33-8884,268492347
873-29-2620,268508034
917-80-4656,268509567
436-38-3179,268487671
367-54-3328,268490149
915-75-5600,268497261
640-26-0925,268504849
256-31-7892,268497261
859-55-6280,268504240
438-49-1893,268495889
867-78-8919,268503288
237-02-1263,268504618
611-48-1839,268504296
799-52-5205,268492256
820-53-4909,268484626
520-74-1446,268508699
784-14-7719,268490121
878-32-2595,268485088
673-28-6979,268500999
568-22-7686,268485613
780-64-7865,268496211
686-68-0909,268498262
267-89-6011,268482540
484-37-1068,268500208
560-44-9582,268486103
531-09-1058,268501825
683-87-3766,268481525
263-14-7231,268505682
858-93-2794,268501419
884-33-9676,268481231
680-93-7668,268486411
800-46-2184,268507019
493-92-1993,268488994
270-75-5897,268482029
660-62-5107,268488819
660-62-5107,268492186
692-38-3827,268495455
649-53-9893,268498339
673-48-8212,268498388
308-26-6839,268507586
386-78-8432,268509280
576-99-9244,268505066
660-53-6807,268498010
563-60-8705,268492872
378-88-6858,268508699
641-52-2437,268482855
824-65-1090,268488000
338-31-6051,268487118
330-07-1068,268502413
633-71-2217,268488574
784-14-7719,268486726
598-89-4448,268482211
475-65-9761,268495077
883-98-9193,268496085
383-09-0127,268486936
691-51-9612,268487531
606-92-8035,268492774
680-93-7668,268504485
218-31-0921,268494048
314-45-9119,268490786
490-89-5771,268507530
859-55-6280,268505906
520-74-1446,268481189
438-49-1893,268483212
452-95-4283,268510001
349-36-6161,268488490
272-24-9625,268494657
777-00-7153,268498955
506-14-4016,268508573
591-90-2791,268489344
554-93-4466,268482043
852-88-1263,268482946
274-72-8781,268485543
915-75-5600,268502098
856-03-3848,268489785
520-24-8922,268501622
795-37-7998,268489134
821-35-7665,268505192
349-76-9672,268483065
681-29-5922,268501482
778-24-6852,268508734
358-44-8218,268489645
706-24-9599,268490149
649-53-9893,268489890
659-27-7887,268484850
867-78-8919,268492998
680-41-2384,268494587
430-16-3985,268508006
308-53-8009,268489610
627-15-0737,268499060
303-86-0371,268483065
838-45-9343,268506641
795-37-7998,268509686
243-46-3035,268495574
274-72-8781,268503736
367-66-5520,268481182
209-45-4933,268486446
821-53-7430,268486439
690-37-4924,268501657
484-37-1068,268493873
632-58-9372,268503708
204-79-2659,268503568
696-28-4220,268509329
662-28-8348,268508349
842-04-5706,268487342
493-92-1993,268483191
679-66-9286,268499102
219-06-7487,268491234
503-57-3996,268495756
694-81-0546,268482869
696-28-4220,268485214
444-91-2379,268495455
289-76-4820,268484255
872-88-7149,268495714
903-87-6930,268497289
383-09-0127,268491325
806-49-7942,268497387
383-09-0127,268489988
458-11-9205,268495672
569-73-6017,268506284
552-42-2675,268490926
792-88-0162,268510218
576-99-9244,268497485
821-35-7665,268483576
801-38-9691,268504548
266-39-6752,268488987
784-14-7719,268486593
391-46-9135,268500712
529-97-6193,268497268
795-37-7998,268506977
615-88-9385,268489673
552-42-2675,268490961
475-65-9761,268490233
237-02-1263,268488336
263-14-7231,268508097
552-42-2675,268501370
220-58-0896,268498549
314-45-9119,268484724
552-42-2675,268494916
873-29-2620,268493824
775-75-2532,268482673
801-38-9691,268485508
386-26-5935,268493698
991-70-5333,268498731
367-54-3328,268509476
358-19-2542,268500712
687-34-2480,268499137
615-88-9385,268494146
305-25-0352,268495140
653-64-4372,268494972
759-01-0406,268508804
436-38-3179,268504989
219-06-7487,268505381
307-09-8719,268497975
893-12-3541,268492984
763-27-9872,268495980
506-14-4016,268501468
220-58-0896,268485151
284-01-5241,268484920
490-89-5771,268482722
666-57-8563,268499571
243-46-3035,268494538
852-88-1263,268485837
369-63-7305,268490030
218-31-0921,268509343
770-22-6561,268486663
694-00-4113,268503764
529-97-6193,268506991
213-32-1448,268489505
910-33-1979,268509028
308-26-6839,268488931
872-88-7149,268491150
274-72-8781,268507873
883-98-9193,268482904
699-06-8530,268504681
659-67-2728,268500432
709-64-4352,268509406
707-08-4356,268487251
609-34-3409,268495133
280-97-6061,268502343
520-50-0673,268501363
219-06-7487,268498339
817-89-6264,268502511
878-32-2595,268498766
534-62-8298,268499032
537-27-1654,268503435
647-19-8518,268486873
219-06-7487,268503820
856-03-3848,268508650
689-85-2810,268491178
430-16-3985,268499907
378-88-6858,268480818
307-09-8719,268483198
391-46-9135,268494566
431-33-8884,268484171
271-78-8919,268510239
305-25-0352,268494503
799-52-5205,268491864
438-07-5350,268484185
475-65-9761,268498339
520-50-0673,268506032
442-54-3651,268508027
552-42-2675,268486061
219-06-7487,268482750
903-87-6930,268483100
272-24-9625,268505514
825-47-6075,268495868
853-69-5350,268481497
893-12-3541,268494587
613-15-7837,268485893
695-46-9632,268489512
399-27-1032,268508804
289-76-4820,268497821
596-71-0231,268487356
270-75-5897,268490632
883-98-9193,268504282
859-33-6845,268493404
653-64-4372,268485214
770-22-6561,268506585
204-79-2659,268482085
291-79-2723,268501174
615-88-9385,268481483
446-36-0249,268493838
400-15-2581,268500173
215-46-0151,268481483
806-49-7942,268508153
272-55-4293,268490198
497-20-7808,268483100
289-76-4820,268496869
520-50-0673,268482365
484-38-1830,268488280
600-92-0796,268485991
255-89-9885,268504639
766-98-1818,268488182
307-09-8719,268503190
885-46-4577,268497464
641-52-2437,268494202
331-13-6835,268506382
641-52-2437,268490331
756-76-4958,268509196
649-53-9893,268492305
400-15-2581,268492613
563-60-8705,268493320
534-62-8298,268488042
577-08-1339,268508776
386-78-8432,268491269
673-28-6979,268484465
651-47-1970,268482925
430-16-3985,268492872
659-67-2728,268486068
913-31-1925,268490646
838-45-9343,268496162
598-89-4448,268499417
662-28-8348,268497940
323-71-3763,268485326
456-41-9569,268505528
786-70-5968,268486922
358-19-2542,268490065
543-43-9738,268481931
545-33-7212,268498136
801-08-0289,268498997
430-16-3985,268494622
436-38-3179,268487097
795-37-7998,268492956
606-92-8035,268489169
362-49-5861,268481476
893-63-6176,268483128
222-79-5145,268508545
651-47-1970,268486572
430-16-3985,268509945
213-32-1448,268488413
504-30-7137,268485998
838-11-7607,268503603
452-95-4283,268486404
806-49-7942,268482393
852-88-1263,268491969
484-37-1068,268498157
305-25-0352,268499284
598-89-4448,268499158
330-07-1068,268498878
442-54-3651,268499011
348-63-8190,268496897
878-32-2595,268506172
660-53-6807,268492662
314-45-9119,268496708
303-86-0371,268497464
777-00-7153,268486950
690-09-2036,268497940
825-47-6075,268480902
563-60-8705,268506984
690-09-2036,268510078
349-76-9672,268505206
888-09-8856,268505465
318-12-3766,268498647
369-63-7305,268485025
314-45-9119,268481161
766-98-1818,268483919
585-92-9741,268495574
220-58-0896,268492389
777-00-7153,268490268
386-26-5935,268506319
308-26-6839,268482876
585-01-6112,268496701
577-47-4459,268492305
775-75-2532,268489036
298-36-6290,268505647
915-75-5600,268499249
852-52-0933,268487832
612-83-6356,268497156
444-08-9581,268509602
873-29-2620,268488049
219-06-7487,268509728
267-89-6011,268491367
481-52-1716,268489085
915-75-5600,268492333
520-24-8922,268501321
760-95-8112,268492942
335-36-7489,268492207
822-58-3710,268504282
576-82-7408,268492277
274-72-8781,268496841
831-20-7307,268483625
529-97-6193,268488014
280-97-6061,268508965
846-65-7776,268492697
463-00-8389,268499802
276-40-8351,268487335
383-09-0127,268498731
760-95-8112,268497401
915-75-5600,268508699
884-33-9676,268504464
287-46-9776,268509847
890-81-1579,268495882
504-30-7137,268502749
438-07-5350,268484703
305-25-0352,268498031
383-09-0127,268490905
517-87-6459,268484542
800-78-8581,268498150
837-88-3558,268495973
234-37-9132,268494034
615-88-9385,268498997
577-08-1339,268486607
896-25-8370,268498094
760-95-8112,268490849
560-44-9582,268496750
442-54-3651,268510036
855-81-1387,268487216
446-63-4367,268489330
855-81-1387,268494650
821-35-7665,268486271
463-00-8389,268508559
858-93-2794,268508230
591-90-2791,268504863
475-65-9761,268481784
827-46-6267,268507138
362-49-5861,268487678
531-09-1058,268482736
641-55-5639,268489141
219-06-7487,268493292
612-83-6356,268505409
505-69-9935,268486796
237-02-1263,268483898
596-71-0231,268505899
556-15-9637,268483037
237-02-1263,268482449
797-43-7696,268483457
694-81-0546,268491927
323-71-3763,268506466
797-43-7696,268490310
271-53-9609,268493187
543-43-9738,268505150
638-96-9343,268483170
401-01-1355,268483709
504-30-7137,268501979
517-87-6459,268495287
896-25-8370,268490415
846-65-7776,268498878
896-25-8370,268487272
484-37-1068,268504254
673-07-4750,268485522
338-31-6051,268506319
691-51-9612,268496540
778-24-6852,268481427
362-49-5861,268493474
814-78-4935,268505955
438-07-5350,268492949
710-72-8214,268509770
806-49-7942,268483023
258-98-0727,268510085
338-31-6051,268488371
289-76-4820,268504926
260-71-8148,268483898
766-98-1818,268499270
910-33-1979,268483100
680-41-2384,268499494
858-54-4075,268505647
378-88-6858,268510239
505-69-9935,268507320
888-09-8856,268505850
447-68-8669,268503757
552-99-8341,268485725
710-72-8214,268485592
689-85-2810,268501300
438-49-1893,268481854
673-07-4750,268485606
606-92-8035,268483205
690-37-4924,268486614
481-52-1716,268493852
267-89-6011,268501209
859-40-9947,268481252
658-56-4620,268488308
444-91-2379,268503715
585-92-9741,268508832
873-29-2620,268507957
706-24-9599,268495070
661-39-2243,268506823
520-74-1446,268487944
784-43-0212,268481763
349-76-9672,268506137
556-15-9637,268497597
237-02-1263,268510274
349-76-9672,268493845
508-75-5974,268504653
272-55-4293,268497541
858-93-2794,268484745
576-82-7408,268484255
214-77-6416,268487825
856-03-3848,268484654
338-31-6051,268481623
626-48-1142,268501363
600-92-0796,268487559
271-53-9609,268498241
506-14-4016,268487097
627-79-5997,268494111
910-33-1979,268494699
873-29-2620,268507026
827-46-6267,268486103
821-24-9412,268486985
563-60-8705,268497443
690-09-2036,268509903
765-24-1639,268502854
874-32-9427,268499123
256-31-7892,268502469
318-22-2828,268493152
848-25-8473,268505507
838-45-9343,268498640
692-38-3827,268483443
874-32-9427,268485284
756-76-4958,268503169
260-71-8148,268502945
687-34-2480,268486411
270-75-5897,268507376
274-27-6513,268503575
213-32-1448,268501510
647-19-8518,268502511
370-83-8697,268483478
819-35-6503,268503029
859-55-6280,268497044
331-13-6835,268505353
856-03-3848,268485291
651-47-1970,268484101
638-96-9343,268498171
896-25-8370,268481308
859-40-9947,268489358
534-62-8298,268497457
842-04-5706,268492613
641-52-2437,268487251
780-64-7865,268485179
434-76-7869,268500698
649-53-9893,268500229
686-68-0909,268482134
117-66-8129,268500341
234-37-9132,268484458
683-87-3766,268482246
885-46-4577,268483835
899-42-6637,268498864
878-32-2595,268505283
773-71-9737,268502945
699-67-1766,268495056
505-69-9935,268497072
773-71-9737,268482995
400-52-2389,268508293
689-65-9692,268480916
709-43-8302,268496722
620-85-3606,268505962
537-27-1654,268503456
679-66-9286,268498066
383-26-3713,268497247
799-52-5205,268509063
436-38-3179,268503694
691-51-9612,268493817
444-08-9581,268499508
456-41-9569,268481399
318-22-2828,268491801
401-01-1355,268499718
673-48-8212,268505598
766-98-1818,268482967
775-75-2532,268500831
622-53-3302,268488735
493-92-1993,268498066
630-78-2095,268499739
683-87-3766,268481602
915-75-5600,268510106
699-67-1766,268482015
577-47-4459,268501622
534-62-8298,268485536
346-96-9018,268482596
630-78-2095,268490583
253-58-9660,268482862
632-58-9372,268505388
633-71-2217,268487279
773-71-9737,268506935
456-46-1699,268498430
627-79-5997,268489225
383-26-3713,268493803
689-85-2810,268492830
258-98-0727,268484584
800-78-8581,268495889
893-63-6176,268507495
824-65-1090,268490037
525-30-4448,268503953
861-75-4699,268488777
690-37-4924,268498339
503-57-3996,268493964
696-28-4220,268500502
508-75-5974,268495329
434-76-7869,268506928
185828789,3
185832227,3
185831771,3
185832281,3
185828423,3
185832179,3
185832374,3
185829893,3
185832989,3
185828429,3
185828597,3
185830022,3
185829281,3
185829677,3
185829134,3
185830652,3
185831624,3
185829626,3
185828630,3
185829944,3
185831357,3
185832176,3
185830568,3
185832728,3
185830841,3
185829605,3
185828261,3
185829977,3
185832755,3
185832539,3
185830625,3
185828075,3
185832710,3
185833133,3
185830778,3
185829662,3
185832527,3
185831006,3
185830994,3
185832737,3
185833055,3
185830262,3
185830520,3
185828699,3
185829341,3
185828570,3
185832659,3
185830418,3
185830361,3
185828249,3
185828156,3
185832254,3
185830340,3
185829605,3
185831564,3
185831225,3
185832791,3
185833091,3
185829509,3
185831558,3
185832596,3
185832593,3
185828093,3
185832629,3
185829296,3
185828372,3
185832782,3
185828726,3
185828087,3
185831495,3
185830949,3
185832239,3
185831912,3
185832695,3
185833001,3
185832587,3
185832062,3
185832320,3
185829932,3
185828390,3
185829728,3
185829041,3
185831822,3
185828843,3
185828231,3
185828561,3
185829551,3
185832137,3
185829179,3
185832938,3
185831279,3
185828453,3
185832962,3
185829065,3
185831882,3
185832290,3
185829938,3
185828462,3
185831102,3
185831579,3
185831603,3
185830904,3
185832050,3
185829314,3
185833208,3
185831759,3
185828780,3
185830160,3
185831417,3
185831060,3
185828528,3
185829383,3
185831387,3
185828624,3
185830889,3
185831648,3
185830862,3
185829179,3
185832743,3
185832737,3
185832371,3
185831132,3
185832041,3
185831084,3
185831309,3
185829413,3
185829944,3
185832695,3
185833067,3
185831822,3
185831378,3
185830007,3
185830817,3
185830334,3
185832188,3
185830379,3
185831879,3
185828753,3
185832884,3
185832443,3
185830553,3
185829767,3
185830010,3
185829245,3
185831003,3
185832329,3
185831981,3
185832320,3
185828717,3
185831630,3
185829188,3
185828528,3
185832551,3
185831744,3
185830271,3
185830157,3
185830556,3
185831717,3
185829836,3
185831429,3
185828579,3
185832035,3
185828144,3
185831204,3
185832395,3
185828249,3
185830910,3
185829683,3
185830493,3
185829650,3
185832338,3
185828171,3
185829914,3
185829620,3
185831570,3
185831369,3
185828087,3
185832182,3
185829983,3
185829035,3
185832728,3
185828357,3
185828714,3
185829446,3
185829461,3
185832545,3
185833142,3
185830631,3
185830943,3
185832305,3
185828315,3
185828438,3
185829776,3
185829038,3
185828699,3
185832500,3
185831720,3
185829518,3
185830289,3
185829344,3
185828327,3
185828198,3
185832389,3
185829026,3
185830586,3
185828705,3
185830466,3
185832176,3
185828639,3
185828606,3
185828438,3
185830919,3
185828183,3
185830238,3
185829482,3
185829041,3
185831609,3
185829137,3
185829437,3
185831663,3
185828447,3
185828126,3
185832797,3
