560-44-9582,268481056
673-48-8212,268505654
626-48-1142,268488553
680-41-2384,268508573
383-26-3713,268503575
696-28-4220,268486908
302-08-4754,268482855
640-26-0925,268499333
528-85-4153,268494426
442-54-3651,268495994
341-10-3619,268494160
683-87-3766,268495406
280-97-6061,268505815
438-49-1893,268507929
439-13-7582,268483968
801-08-0289,268504996
220-58-0896,268487951
915-74-6216,268506095
349-76-9672,268494503
537-30-3032,268510057
481-52-1716,268490331
792-88-0162,268507383
675-57-0293,268494748
852-52-0933,268481028
596-71-0231,268486201
863-96-9468,268488266
438-49-1893,268494825
792-88-0162,268501601
219-06-7487,268496071
680-93-7668,268498773
792-88-0162,268494762
641-55-5639,268497058
692-42-9948,268503939
534-70-7883,268509245
483-40-6408,268484346
548-59-5017,268501986
595-90-8809,268480811
490-89-5771,268493733
910-33-1979,268483625
581-26-5472,268506641
846-65-7776,268493621
400-52-2389,268493075
903-87-6930,268491703
858-54-4075,268501104
370-83-8697,268499522
884-33-9676,268499669
641-55-5639,268487993
900-49-2935,268508307
399-27-1032,268491332
859-40-9947,268490961
680-41-2384,268483331
349-76-9672,268483415
918-23-4923,268488329
284-01-5241,268489428
331-13-6835,268503225
323-32-8478,268505017
647-19-8518,268497940
581-26-5472,268490254
596-71-0231,268491878
383-09-0127,268482365
291-79-2723,268493754
871-98-0966,268486565
766-98-1818,268490492
824-65-1090,268487965
606-54-1149,268482876
318-22-2828,268493558
653-64-4372,268495035
244-58-2483,268490261
508-10-3584,268490205
303-86-0371,268491535
821-53-7430,268481392
775-75-2532,268497198
674-92-1788,268496190
820-53-4909,268486026
859-40-9947,268510267
569-73-6017,268499354
378-88-6858,268501622
505-69-9935,268508167
341-10-3619,268497023
640-26-0925,268509735
434-76-7869,268482148
689-65-9692,268496421
884-33-9676,268503456
386-26-5935,268489659
447-68-8669,268495777
647-19-8518,268506214
871-98-0966,268505584
795-37-7998,268504576
915-74-6216,268508951
991-70-5333,268504996
611-48-1839,268496505
314-45-9119,268490513
369-63-7305,268501958
611-48-1839,268509315
529-97-6193,268490772
505-69-9935,268506060
801-38-9691,268489554
903-87-6930,268483849
436-67-3063,268499942
859-40-9947,268489484
240-77-5251,268491745
305-25-0352,268505150
